Property_ID,City,Locality,Property_Type,Bedrooms,Bathrooms,Area_sqft,Price,Property_Age,Furnishing,Parking,Sale_Status,Sale_Date,Price_per_sqft,Property_Age_Group
P102760,Delhi,North,Studio,1,4,3846,40363167.0,14,Unfurnished,Yes,Available,,10494.843213728549,11-20 Years
P102761,Pune,South,Villa,5,3,1829,12498776.0,18,Furnished,No,Sold,2022-11-08,6833.666484417715,11-20 Years
P102762,Bangalore,Central,Studio,5,4,3705,39221868.0,22,Furnished,No,Available,,10586.199190283402,20+ Years
P102763,Mumbai,North,Studio,2,2,1931,43596892.0,14,Semi-Furnished,No,Sold,2023-03-31,22577.365095805282,11-20 Years
P102764,Kolkata,East,Builder Floor,2,2,641,5625311.0,8,Unfurnished,No,Sold,2023-01-16,8775.836193447738,6-10 Years
P102765,Bangalore,West,Villa,2,4,3390,12640541.0,12,Semi-Furnished,Yes,Sold,2023-09-18,3728.773156342183,11-20 Years
P102766,Hyderabad,North,Builder Floor,3,1,1762,30187067.0,17,Unfurnished,Yes,Sold,2023-01-05,17132.27412031782,11-20 Years
P102767,Kolkata,East,Villa,1,4,2467,6835499.0,22,Unfurnished,Yes,Available,,2770.773814349412,20+ Years
P102768,Mumbai,North,Apartment,4,1,2278,37269935.0,16,Semi-Furnished,Yes,Available,,16360.814310798947,11-20 Years
P102769,Delhi,North,Studio,1,3,3341,19766530.0,4,Unfurnished,Yes,Sold,2024-07-31,5916.351391798863,0-5 Years
P102770,Pune,South,Studio,2,2,3642,6745547.0,15,Unfurnished,No,Sold,2024-06-09,1852.1545853926414,11-20 Years
P102771,Bangalore,Central,Builder Floor,3,2,3687,43070386.0,6,Semi-Furnished,No,Sold,2024-05-28,11681.68863574722,6-10 Years
P102772,Mumbai,West,Studio,1,4,2291,17381843.0,20,Unfurnished,Yes,Sold,2024-11-28,7587.011348756002,11-20 Years
P102773,Kolkata,East,Studio,5,3,3288,5839857.0,4,Semi-Furnished,No,Sold,2023-01-05,1776.1122262773722,0-5 Years
P102774,Hyderabad,North,Builder Floor,1,4,3191,6592343.0,21,Furnished,No,Sold,2023-11-17,2065.917580695707,20+ Years
P102775,Mumbai,West,Builder Floor,5,4,1439,7086653.0,10,Semi-Furnished,No,Available,,4924.706740792217,6-10 Years
P102776,Chennai,North,Villa,1,4,3754,7020679.0,15,Unfurnished,Yes,Sold,2023-09-05,1870.1862013851892,11-20 Years
P102777,Hyderabad,Central,Apartment,1,1,700,25766030.0,21,Furnished,No,Sold,2022-11-29,36808.614285714284,20+ Years
P102778,Kolkata,West,Builder Floor,1,2,564,42655246.0,12,Furnished,Yes,Available,,75629.86879432623,11-20 Years
P102779,Delhi,East,Villa,2,2,3228,31503205.0,1,Furnished,No,Sold,2021-08-15,9759.357187112764,0-5 Years
P102780,Pune,North,Builder Floor,5,4,1681,23196717.0,11,Semi-Furnished,Yes,Sold,2024-04-12,13799.355740630577,11-20 Years
P102781,Kolkata,Central,Villa,3,1,2011,14367205.0,11,Semi-Furnished,Yes,Sold,2021-10-02,7144.308801591248,11-20 Years
P102782,Delhi,West,Apartment,4,2,2800,6412406.0,9,Furnished,No,Sold,2024-01-18,2290.145,6-10 Years
P102783,Bangalore,North,Villa,5,1,3558,31596320.0,12,Unknown,Yes,Available,,8880.35975267004,11-20 Years
P102784,Mumbai,North,Villa,2,3,1420,34412617.0,11,Unfurnished,Yes,Available,,24234.23732394366,11-20 Years
P102785,Chennai,East,Studio,5,1,1949,20436114.0,24,Furnished,No,Sold,2022-10-08,10485.435608004105,20+ Years
P102786,Hyderabad,Central,Builder Floor,3,1,3318,18589642.0,18,Unfurnished,Yes,Sold,2023-01-05,5602.664858348403,11-20 Years
P102787,Hyderabad,South,Villa,5,3,2368,43146818.0,16,Unfurnished,No,Available,,18220.78462837838,11-20 Years
P102788,Mumbai,North,Builder Floor,2,2,3206,27018042.0,15,Semi-Furnished,Yes,Sold,2023-08-29,8427.336868371804,11-20 Years
P102789,Chennai,West,Villa,2,2,1277,34925782.0,16,Unfurnished,No,Available,,27349.868441660143,11-20 Years
P102790,Mumbai,East,Studio,4,1,3200,36356605.0,24,Semi-Furnished,No,Sold,2024-07-25,11361.4390625,20+ Years
P102791,Bangalore,East,Studio,3,1,3313,30745320.0,5,Furnished,Yes,Sold,2023-10-02,9280.20525203743,0-5 Years
P102792,Delhi,North,Apartment,4,3,3480,6696760.0,22,Unfurnished,No,Available,,1924.3563218390805,20+ Years
P102793,Kolkata,North,Villa,1,3,3934,43655272.0,17,Unknown,Yes,Sold,2022-11-16,11096.917132689374,11-20 Years
P102794,Hyderabad,North,Studio,2,2,1720,28042174.0,10,Semi-Furnished,Yes,Available,,16303.58953488372,6-10 Years
P102795,Bangalore,South,Builder Floor,4,2,2379,36387138.0,11,Semi-Furnished,No,Sold,2023-09-20,15295.139974779318,11-20 Years
P102796,Delhi,North,Villa,2,3,1640,5035155.0,16,Furnished,No,Available,,3070.2164634146343,11-20 Years
P102797,Bangalore,Central,Villa,2,1,2675,23091062.0,1,Furnished,Yes,Sold,2023-09-16,8632.172710280374,0-5 Years
P102798,Chennai,West,Apartment,1,3,3503,13157162.0,12,Unfurnished,No,Sold,2023-11-24,3755.969740222666,11-20 Years
P102799,Hyderabad,North,Builder Floor,2,2,830,7835826.0,18,Semi-Furnished,No,Sold,2023-01-05,9440.75421686747,11-20 Years
P102800,Kolkata,South,Apartment,4,1,3236,27407486.0,18,Semi-Furnished,No,Sold,2022-01-01,8469.556860321385,11-20 Years
P102801,Mumbai,West,Villa,3,4,2617,26719088.0,23,Unfurnished,Yes,Available,,10209.81581964081,20+ Years
P102802,Mumbai,East,Apartment,5,4,1654,28282629.0,3,Semi-Furnished,Yes,Available,,17099.533857315597,0-5 Years
P102803,Delhi,North,Villa,4,3,2517,31916292.0,0,Semi-Furnished,No,Sold,2024-05-19,12680.290822407627,0-5 Years
P102804,Kolkata,West,Villa,1,2,1534,41717191.0,1,Semi-Furnished,Yes,Sold,2024-04-22,27195.039765319427,0-5 Years
P102805,Pune,East,Apartment,5,1,3560,15517767.0,24,Semi-Furnished,No,Sold,2021-02-24,4358.923314606742,20+ Years
P102806,Chennai,South,Apartment,2,4,401,44706354.2264,17,Unfurnished,No,Sold,2021-03-21,111487.1676468828,11-20 Years
P102807,Delhi,Central,Villa,4,1,2350,35584594.0,11,Furnished,Yes,Available,,15142.380425531916,11-20 Years
P102808,Pune,North,Apartment,5,1,3527,27537455.0,8,Furnished,No,Sold,2021-07-25,7807.614119648427,6-10 Years
P102809,Bangalore,Central,Apartment,4,1,3117,33423222.0,4,Unfurnished,Yes,Available,,10722.881616939365,0-5 Years
P102810,Chennai,South,Villa,2,1,2718,27460514.0,15,Furnished,No,Sold,2022-12-09,10103.206033848417,11-20 Years
P102811,Bangalore,West,Builder Floor,4,3,3745,16053896.0,3,Semi-Furnished,Yes,Available,,4286.754606141522,0-5 Years
P102812,Kolkata,West,Apartment,1,1,2991,15208639.0,19,Unfurnished,Yes,Sold,2024-05-13,5084.800735539953,11-20 Years
P102813,Hyderabad,South,Apartment,5,4,2717,5267064.0,2,Furnished,Yes,Available,,1938.5587044534414,0-5 Years
P102814,Chennai,South,Studio,5,4,589,26336710.0,17,Semi-Furnished,No,Sold,2024-09-30,44714.27843803056,11-20 Years
P102815,Pune,North,Builder Floor,5,3,3169,13265348.0,7,Furnished,Yes,Available,,4185.972862101609,6-10 Years
P102816,Hyderabad,East,Apartment,4,4,3954,36248664.0,21,Unknown,No,Sold,2021-10-16,9167.593323216995,20+ Years
P102817,Mumbai,Central,Villa,2,1,3779,31296366.0,24,Furnished,Yes,Available,,8281.652818205874,20+ Years
P102818,Pune,Central,Studio,4,4,421,30157930.0,1,Furnished,Yes,Available,,71634.03800475059,0-5 Years
P102819,Delhi,West,Studio,4,2,2461,38476110.0,11,Furnished,No,Available,,15634.339699309225,11-20 Years
P102820,Mumbai,West,Studio,5,1,3957,22273374.0,0,Unfurnished,No,Sold,2021-08-25,5628.853677028052,0-5 Years
P102821,Mumbai,North,Apartment,2,3,2141,23348715.0,23,Semi-Furnished,No,Available,,10905.518449322746,20+ Years
P102822,Delhi,South,Villa,3,2,1969,11968878.0,23,Unfurnished,Yes,Sold,2022-11-09,6078.658202133062,20+ Years
P102823,Chennai,Central,Studio,2,4,1887,8612683.0,20,Furnished,Yes,Sold,2023-06-08,4564.219925808161,11-20 Years
P102824,Mumbai,North,Builder Floor,4,2,967,30844671.0,17,Unfurnished,Yes,Sold,2024-02-28,31897.281282316442,11-20 Years
P102825,Kolkata,West,Studio,1,4,2372,27031446.0,9,Furnished,Yes,Available,,11396.056492411468,6-10 Years
P102826,Pune,West,Studio,2,4,3904,41705187.0,20,Semi-Furnished,Yes,Sold,2022-06-09,10682.681096311475,11-20 Years
P102827,Hyderabad,Central,Builder Floor,5,4,3022,3706186.0,7,Semi-Furnished,Yes,Sold,2021-01-10,1226.4017207147585,6-10 Years
P102828,Mumbai,West,Studio,1,3,1823,34194709.0,3,Furnished,Yes,Available,,18757.38288535381,0-5 Years
P102829,Pune,West,Studio,3,2,3039,44675182.0,17,Unknown,Yes,Available,,14700.619282658768,11-20 Years
P102830,Bangalore,East,Builder Floor,3,3,2999,23177400.0,2,Furnished,Yes,Available,,7728.376125375125,0-5 Years
P102831,Pune,South,Apartment,1,4,1205,5623031.0,2,Unfurnished,No,Sold,2022-11-08,4666.415767634855,0-5 Years
P102832,Hyderabad,West,Builder Floor,3,1,1313,41158803.0,24,Unfurnished,Yes,Available,,31347.146230007616,20+ Years
P102833,Pune,East,Apartment,1,1,2726,26125385.0,11,Furnished,Yes,Sold,2023-07-29,9583.780264123257,11-20 Years
P102834,Delhi,North,Apartment,4,3,1167,37114261.0,18,Semi-Furnished,No,Sold,2022-09-07,31803.13710368466,11-20 Years
P102835,Hyderabad,West,Apartment,1,1,1533,26874717.0,16,Semi-Furnished,No,Sold,2024-10-04,17530.80039138943,11-20 Years
P102836,Chennai,North,Builder Floor,4,2,447,27710237.0,22,Unknown,Yes,Sold,2022-08-09,61991.581655480986,20+ Years
P102837,Bangalore,West,Builder Floor,5,1,1143,5840341.0,16,Furnished,No,Sold,2024-04-29,5109.659667541558,11-20 Years
P102838,Delhi,Central,Apartment,5,1,1505,39668901.0,21,Furnished,Yes,Sold,2021-01-01,26358.073754152825,20+ Years
P102839,Chennai,East,Builder Floor,3,4,3133,39711793.0,3,Furnished,Yes,Available,,12675.324928183849,0-5 Years
P102840,Pune,East,Apartment,1,2,3072,15289414.0,6,Semi-Furnished,No,Available,,4977.022786458333,6-10 Years
P102841,Hyderabad,Central,Builder Floor,4,2,1701,14652177.0,22,Semi-Furnished,Yes,Available,,8613.860670194004,20+ Years
P102842,Bangalore,South,Villa,5,1,780,41349811.0,6,Unfurnished,Yes,Available,,53012.57820512821,6-10 Years
P102843,Delhi,East,Builder Floor,5,4,709,44706354.2264,21,Semi-Furnished,No,Sold,2022-12-03,63055.50666629055,20+ Years
P102844,Chennai,North,Builder Floor,5,1,2999,24560833.0,6,Semi-Furnished,No,Sold,2023-11-16,8189.6742247415805,6-10 Years
P102845,Chennai,East,Builder Floor,3,1,941,26399101.0,7,Furnished,No,Sold,2023-02-04,28054.304994686503,6-10 Years
P102846,Bangalore,South,Apartment,5,3,1166,39942378.0,18,Furnished,No,Sold,2024-11-27,34255.898799313894,11-20 Years
P102847,Kolkata,North,Apartment,2,4,3711,37536030.0,20,Semi-Furnished,No,Sold,2022-05-19,10114.80194017785,11-20 Years
P102848,Pune,North,Villa,3,3,1606,7002099.0,8,Unfurnished,Yes,Sold,2022-10-24,4359.96201743462,6-10 Years
P102849,Bangalore,Central,Villa,1,1,583,3925176.0,23,Furnished,Yes,Available,,6732.720411663808,20+ Years
P102850,Chennai,West,Studio,2,1,2381,26289953.0,21,Unfurnished,No,Available,,11041.559428811424,20+ Years
P102851,Mumbai,Central,Villa,3,4,2913,12545005.0,8,Semi-Furnished,Yes,Available,,4306.558530724339,6-10 Years
P102852,Delhi,West,Apartment,3,2,1038,18245158.0,13,Semi-Furnished,Yes,Sold,2022-07-03,17577.22350674374,11-20 Years
P102853,Bangalore,Central,Villa,4,1,1860,16530153.0,20,Furnished,Yes,Sold,2022-12-08,8887.179032258064,11-20 Years
P102854,Kolkata,West,Villa,2,1,993,6569979.0,17,Furnished,Yes,Available,,6616.2930513595165,11-20 Years
P102855,Chennai,East,Builder Floor,2,3,1656,5257649.0,8,Furnished,Yes,Available,,3174.9088164251207,6-10 Years
P102856,Pune,North,Villa,2,3,2244,12571711.0,4,Furnished,Yes,Sold,2023-02-01,5602.366755793227,0-5 Years
P102857,Chennai,West,Studio,5,4,3151,16547254.0,7,Semi-Furnished,No,Sold,2022-04-15,5251.429387496033,6-10 Years
P102858,Pune,East,Builder Floor,5,3,400,28976143.0,23,Semi-Furnished,No,Available,,72440.3575,20+ Years
P102859,Bangalore,South,Apartment,1,2,3976,21369101.0,3,Furnished,Yes,Sold,2023-01-05,5374.522384305835,0-5 Years
P102860,Pune,Central,Studio,1,1,3455,36551995.0,19,Unfurnished,Yes,Available,,10579.448625180898,11-20 Years
P102861,Hyderabad,South,Apartment,1,3,2809,19550941.0,13,Furnished,Yes,Sold,2023-08-03,6960.107155571378,11-20 Years
P102862,Hyderabad,East,Studio,5,2,1118,44379581.0,16,Furnished,No,Sold,2023-05-26,39695.5107334526,11-20 Years
P102863,Hyderabad,South,Builder Floor,4,1,682,38920742.0,20,Unknown,Yes,Sold,2024-09-28,57068.5366568915,11-20 Years
P102864,Kolkata,South,Studio,1,1,3278,31998024.0,15,Unfurnished,Yes,Sold,2022-06-30,9761.447223917023,11-20 Years
P102865,Kolkata,East,Studio,3,2,2616,36438751.0,8,Furnished,Yes,Sold,2023-01-05,13929.18616207951,6-10 Years
P102866,Mumbai,North,Villa,5,1,3336,21176695.0,4,Semi-Furnished,Yes,Available,,6347.9301558752995,0-5 Years
P102867,Kolkata,West,Apartment,4,2,1609,21485126.0,4,Unfurnished,No,Sold,2023-08-26,13353.092604101927,0-5 Years
P102868,Bangalore,Central,Builder Floor,3,2,2569,20406923.0,5,Unknown,No,Sold,2024-09-03,7943.527831841183,0-5 Years
P102869,Chennai,West,Studio,3,3,840,13398544.0,5,Unfurnished,Yes,Sold,2022-03-22,15950.647619047619,0-5 Years
P102870,Chennai,Central,Apartment,5,4,1038,35658355.0,7,Unfurnished,Yes,Sold,2023-08-27,34352.94315992293,6-10 Years
P102871,Mumbai,West,Apartment,2,2,873,8173654.0,15,Furnished,Yes,Sold,2023-11-15,9362.719358533792,11-20 Years
P102872,Kolkata,South,Villa,4,3,3593,10043345.0,13,Unknown,Yes,Sold,2024-08-21,2795.2532702477038,11-20 Years
P102873,Pune,North,Apartment,5,1,2257,3342756.0,0,Unfurnished,Yes,Sold,2021-02-06,1481.0615861763404,0-5 Years
P102874,Mumbai,South,Builder Floor,2,3,3179,29284580.0,15,Semi-Furnished,No,Sold,2021-01-27,9211.884240327146,11-20 Years
P102875,Pune,North,Villa,5,2,1340,8252742.0,14,Unfurnished,No,Sold,2022-06-15,6158.762686567165,11-20 Years
P102876,Pune,East,Studio,5,3,1059,10179394.0,4,Furnished,No,Sold,2023-11-28,9612.270066100094,0-5 Years
P102877,Delhi,Central,Builder Floor,3,4,691,11348731.0,8,Unfurnished,No,Sold,2022-11-22,16423.633863965268,6-10 Years
P102878,Chennai,Central,Builder Floor,5,1,3385,4627013.0,2,Semi-Furnished,Yes,Available,,1366.9166912850812,0-5 Years
P102879,Hyderabad,East,Builder Floor,2,3,646,21766203.0,6,Semi-Furnished,No,Sold,2021-09-07,33693.812693498454,6-10 Years
P102880,Kolkata,West,Villa,3,1,2341,29052422.0,6,Semi-Furnished,No,Sold,2021-10-14,12410.26142674071,6-10 Years
P102881,Pune,East,Apartment,2,2,587,31432730.0,15,Semi-Furnished,Yes,Available,,53548.09199318569,11-20 Years
P102882,Delhi,East,Builder Floor,2,4,1946,12690553.0,2,Unfurnished,Yes,Available,,6521.353031860226,0-5 Years
P102883,Chennai,North,Apartment,3,4,3755,42677470.0,14,Unfurnished,Yes,Sold,2023-01-05,11365.504660452729,11-20 Years
P102884,Hyderabad,East,Apartment,2,3,956,14423606.0,6,Unfurnished,No,Available,,15087.453974895398,6-10 Years
P102885,Pune,Central,Builder Floor,1,1,1547,42893390.0,2,Unfurnished,Yes,Sold,2023-07-13,27726.819650937297,0-5 Years
P102886,Pune,South,Apartment,5,1,3337,40302278.0,15,Furnished,No,Sold,2021-01-16,12077.398261911896,11-20 Years
P102887,Mumbai,North,Villa,3,3,646,17153094.0,5,Unfurnished,No,Sold,2022-06-17,26552.77708978328,0-5 Years
P102888,Mumbai,North,Villa,3,3,3877,22084192.0,7,Furnished,Yes,Available,,5696.2063451122,6-10 Years
P102889,Chennai,West,Studio,1,3,1760,22943336.0,15,Unfurnished,Yes,Available,,13035.986363636364,11-20 Years
P102890,Hyderabad,South,Apartment,1,3,1358,10988358.0,23,Unfurnished,No,Available,,8091.574374079529,20+ Years
P102891,Pune,North,Apartment,1,4,3630,3720888.0,5,Unfurnished,No,Sold,2021-01-26,1025.0380165289257,0-5 Years
P102892,Chennai,East,Studio,1,3,3738,36504186.0,15,Furnished,Yes,Available,,9765.699839486357,11-20 Years
P102893,Chennai,North,Villa,4,1,2739,28539603.0,1,Unfurnished,No,Available,,10419.716319824754,0-5 Years
P102894,Bangalore,North,Studio,3,2,2226,7744625.0,0,Unfurnished,No,Available,,3479.1666666666665,0-5 Years
P102895,Kolkata,North,Studio,2,1,3342,24742221.0,18,Unfurnished,No,Available,,7403.417414721724,11-20 Years
P102896,Mumbai,West,Studio,3,3,2598,9313333.0,13,Semi-Furnished,No,Available,,3584.8086989992303,11-20 Years
P102897,Hyderabad,North,Apartment,3,4,3756,7692110.0,18,Semi-Furnished,No,Available,,2047.9526091586795,11-20 Years
P102898,Pune,North,Apartment,3,3,2598,5611593.0,22,Unknown,Yes,Available,,2159.9665127020785,20+ Years
P102899,Chennai,West,Apartment,1,2,523,12511394.0,3,Furnished,No,Sold,2022-06-24,23922.359464627152,0-5 Years
P102900,Pune,South,Apartment,1,3,2719,34251418.0,1,Unfurnished,Yes,Sold,2021-02-18,12597.064361897757,0-5 Years
P102901,Bangalore,Central,Builder Floor,4,2,2294,7245116.0,1,Furnished,No,Sold,2021-03-05,3158.289450741064,0-5 Years
P102902,Hyderabad,West,Studio,3,3,1763,27227136.0,11,Unfurnished,Yes,Available,,15443.639251276234,11-20 Years
P102903,Chennai,West,Studio,5,4,2152,44706354.2264,22,Furnished,No,Sold,2022-07-02,20774.32817211896,20+ Years
P102904,Pune,North,Apartment,4,1,1058,44623963.0,23,Semi-Furnished,No,Sold,2021-01-23,42177.658790170135,20+ Years
P102905,Mumbai,North,Villa,1,2,3055,37718049.0,10,Unfurnished,Yes,Sold,2022-11-27,12346.333551554828,6-10 Years
P102906,Kolkata,Central,Builder Floor,3,1,3918,13324399.0,20,Semi-Furnished,Yes,Sold,2023-01-05,3400.8164880040836,11-20 Years
P102907,Bangalore,North,Builder Floor,1,3,1985,18011842.0,17,Semi-Furnished,No,Available,,9073.975818639798,11-20 Years
P102908,Hyderabad,East,Villa,2,1,1380,18765488.0,18,Unfurnished,Yes,Sold,2021-07-07,13598.179710144928,11-20 Years
P102909,Bangalore,North,Apartment,1,4,1880,39095050.0,16,Furnished,Yes,Available,,20795.239361702126,11-20 Years
P102910,Mumbai,North,Builder Floor,1,4,3002,30116867.0,3,Semi-Furnished,Yes,Sold,2023-10-18,10032.267488341105,0-5 Years
P102911,Hyderabad,East,Builder Floor,4,1,2978,36222109.0,22,Semi-Furnished,Yes,Sold,2021-01-07,12163.233378106112,20+ Years
P102912,Bangalore,Central,Studio,2,1,3584,35374694.0,11,Unfurnished,Yes,Sold,2023-04-06,9870.171316964286,11-20 Years
P102913,Delhi,East,Studio,5,4,1124,14143093.0,24,Unfurnished,No,Sold,2022-04-22,12582.822953736655,20+ Years
P102914,Mumbai,West,Apartment,5,2,1953,20515519.0,2,Furnished,No,Sold,2023-07-06,10504.618023553507,0-5 Years
P102915,Mumbai,East,Apartment,5,2,1045,20256607.0,15,Semi-Furnished,Yes,Sold,2024-09-17,19384.312918660286,11-20 Years
P102916,Mumbai,South,Studio,3,4,2226,8173007.0,3,Semi-Furnished,No,Sold,2024-12-30,3671.611410601977,0-5 Years
P102917,Delhi,West,Studio,5,4,1949,34576419.0,5,Furnished,No,Sold,2022-01-13,17740.59466393022,0-5 Years
P102918,Delhi,North,Studio,3,2,2511,35506911.0,0,Unfurnished,Yes,Sold,2021-01-01,14140.545997610514,0-5 Years
P102919,Pune,West,Villa,1,1,1816,33918255.0,4,Unfurnished,No,Available,,18677.4531938326,0-5 Years
P102920,Chennai,Central,Builder Floor,5,1,2098,37880097.0,9,Unfurnished,No,Sold,2023-08-06,18055.336987607247,6-10 Years
P102921,Kolkata,Central,Apartment,4,3,3970,13616411.0,13,Furnished,Yes,Sold,2024-11-04,3429.8264483627204,11-20 Years
P102922,Bangalore,East,Apartment,2,2,917,21128386.0,4,Unfurnished,Yes,Sold,2024-08-31,23040.76990185387,0-5 Years
P102923,Pune,West,Villa,2,4,3826,21826017.0,9,Unfurnished,No,Available,,5704.656821745949,6-10 Years
P102924,Bangalore,North,Studio,1,3,3624,34686997.0,24,Furnished,No,Sold,2022-08-28,9571.467163355408,20+ Years
P102925,Kolkata,Central,Builder Floor,2,1,728,22714453.0,8,Semi-Furnished,Yes,Available,,31201.171703296703,6-10 Years
P102926,Chennai,North,Studio,2,2,1089,28503092.0,12,Semi-Furnished,No,Available,,26173.638200183654,11-20 Years
P102927,Delhi,South,Apartment,1,3,878,21105629.0,16,Furnished,No,Sold,2022-11-11,24038.30182232346,11-20 Years
P102928,Chennai,Central,Villa,1,1,790,5752481.0,18,Unfurnished,No,Sold,2021-10-29,7281.621518987342,11-20 Years
P102929,Delhi,East,Builder Floor,1,4,3022,28434671.0,19,Unfurnished,Yes,Sold,2024-10-11,9409.222700198545,11-20 Years
P102930,Kolkata,South,Builder Floor,4,1,811,40343452.0,0,Semi-Furnished,No,Sold,2023-05-18,49745.31689272503,0-5 Years
P102931,Chennai,West,Builder Floor,1,1,1681,44258940.0,8,Unfurnished,No,Available,,26328.93515764426,6-10 Years
P102932,Pune,North,Builder Floor,1,2,1268,37883730.0,17,Semi-Furnished,No,Sold,2024-01-07,29876.758675078865,11-20 Years
P102933,Hyderabad,Central,Villa,1,4,906,4833960.0,4,Semi-Furnished,Yes,Available,,5335.496688741722,0-5 Years
P102934,Pune,South,Apartment,5,2,2122,31501171.0,13,Unfurnished,Yes,Sold,2022-12-23,14845.038171536287,11-20 Years
P102935,Bangalore,South,Builder Floor,5,4,2343,26352829.0,18,Semi-Furnished,No,Sold,2024-04-18,11247.472897994025,11-20 Years
P102936,Pune,Central,Builder Floor,4,3,1357,15981544.0,14,Semi-Furnished,Yes,Available,,11777.114222549742,11-20 Years
P102937,Kolkata,West,Apartment,4,1,2162,3701788.0,3,Furnished,Yes,Available,,1712.2053654024053,0-5 Years
P102938,Mumbai,West,Studio,2,2,2134,9595050.0,3,Unfurnished,Yes,Available,,4496.274601686973,0-5 Years
P102939,Bangalore,East,Builder Floor,5,4,2741,23255730.0,17,Furnished,No,Available,,8484.39620576432,11-20 Years
P102940,Chennai,West,Builder Floor,4,2,1162,35106576.0,17,Unknown,No,Sold,2022-06-28,30212.199655765922,11-20 Years
P102941,Bangalore,East,Studio,4,1,1900,15505957.0,7,Unfurnished,Yes,Sold,2022-05-10,8161.03,6-10 Years
P102942,Hyderabad,South,Apartment,2,1,2253,10653809.0,1,Unfurnished,Yes,Available,,4728.721260541501,0-5 Years
P102943,Delhi,Central,Apartment,1,3,2128,30637544.0,15,Unfurnished,Yes,Sold,2024-06-10,14397.342105263158,11-20 Years
